year,month,job_title,industry,experience_level,salary_min,salary_max,salary_median,number_of_openings,demand_index,hiring_trend,city,state,education_requirement,job_type,skills_required,remote_availability,salary_range,salary_variability,salary_bracket,salary_log_median,quarter,month_name,season,is_high_demand,openings_level,experience_numeric,remote_flag,metro_city,cost_region,job_title_encoded,industry_encoded,city_encoded,state_encoded,education_requirement_encoded,job_type_encoded,skills_required_encoded,hiring_trend_encoded,season_encoded,city_salary_adjusted_index,job_market_pressure,competitiveness_score,seasonal_hiring_score
2025,2,Data Scientist,It,Mid,1174426.0,1629278.0,1401852,18,48,Stable,Kolkata,West Bengal,Bachelor's,Full-time,"Python,ML,Statistics",No,454852.0,0.3244650647857263,High,14.153305490865524,1,Feb,Winter,0,Medium,2,0,1,Medium,4,6,7,11,0,1,7,1,3,1401852.0,0.3673469387755102,38.06530612244897,1
2025,6,Devops Engineer,It,Mid,1206277.0,1776809.0,1491543,9,44,Stable,Pune,Maharashtra,Bachelor's,Part-time,"AWS,Docker,Kubernetes",No,570532.0,0.3825112651797501,High,14.215322383004658,2,Jun,Monsoon,0,Medium,2,0,1,Medium,5,6,12,6,0,2,0,1,1,1491543.0,0.2,36.0,3
2025,5,Customer Support,Services,Senior,493432.0,1205516.0,849474,3,58,Stable,Mumbai,Maharashtra,Bachelor's,Part-time,"Communication,CRM",Yes,712084.0,0.8382646202238091,Medium,13.652373790585152,2,May,Summer,0,Low,3,1,1,High,3,11,9,6,0,2,3,1,2,1019368.7999999999,0.05084745762711865,57.69830508474576,2
2025,8,Ux Designer,Design/It,Entry,401029.0,847441.0,624235,21,54,Stable,Bengaluru,Karnataka,Bachelor's,Contract,"Figma,User Research",Yes,446412.0,0.7151345246581816,Medium,13.344283780978238,3,Aug,Monsoon,0,High,1,1,1,High,14,1,1,3,0,0,4,1,1,749082.0,0.38181818181818183,44.63636363636363,3
2025,2,Ux Designer,Design/It,Mid,698668.0,1190426.0,944547,20,63,Up,Chennai,Tamil Nadu,Master's,Part-time,"Figma,User Research",No,491758.0,0.5206284070565044,Medium,13.758461785172349,1,Feb,Winter,1,Medium,2,0,1,Medium,14,1,3,8,3,2,4,2,3,944547.0,0.3125,47.175,1
2025,10,Civil Engineer,Construction,Mid,318915.0,688293.0,503604,6,45,Stable,Bhopal,Madhya Pradesh,Bachelor's,Contract,"AutoCAD,Site Management",No,369378.0,0.7334691543355494,Medium,13.129547509617735,4,Oct,Autumn,0,Medium,2,0,0,Low,2,0,2,5,0,0,1,1,0,428063.39999999997,0.13043478260869565,36.73913043478261,4
2025,10,Nurse,Healthcare,Senior,266183.0,629061.0,447622,7,38,Down,Lucknow,Uttar Pradesh,Bachelor's,Full-time,"Patient Care,First Aid",No,362878.0,0.810679546581714,Medium,13.01170663926506,4,Oct,Autumn,0,Medium,3,0,0,Low,9,4,8,10,0,1,5,0,0,380478.7,0.1794871794871795,37.44102564102564,4
2025,1,Marketing Manager,Marketing,Senior,1125547.0,1828945.0,1477246,9,95,Up,Hyderabad,Telangana,Bachelor's,Contract,"SEO,Campaigns,Analytics",No,703398.0,0.476154953203461,High,14.205690778405385,1,Jan,Winter,1,Medium,3,0,1,Medium,7,9,5,9,0,0,10,2,3,1477246.0,0.09375,71.8125,1
2025,2,Devops Engineer,It,Entry,643370.0,1040760.0,842065,18,32,Down,Hyderabad,Telangana,Bachelor's,Full-time,"AWS,Docker,Kubernetes",Yes,397390.0,0.4719231888274658,Medium,13.643613674950636,1,Feb,Winter,0,Medium,1,1,1,Medium,5,6,5,9,0,1,0,0,3,842065.0,0.5454545454545454,31.109090909090913,1
2025,7,Mechanical Engineer,Manufacturing,Mid,510728.0,713312.0,612020,30,93,Up,Ahmedabad,Gujarat,Master's,Part-time,"CAD,Design,Manufacturing",Yes,202584.0,0.3310087905623999,Medium,13.32452187463125,3,Jul,Monsoon,1,High,2,1,1,Medium,8,8,0,1,3,2,2,2,1,612020.0,0.3191489361702128,73.16170212765957,3
2025,6,Accountant,Finance,Entry,227991.0,343405.0,285698,12,67,Up,Pune,Maharashtra,Diploma,Contract,"Tally,Excel,GST",Yes,115414.0,0.4039720264055051,Low,12.56269408803773,2,Jun,Monsoon,1,Medium,1,1,1,Medium,0,3,12,6,1,0,14,2,1,285698.0,0.17647058823529413,52.84705882352941,3
2025,4,Marketing Manager,Marketing,Mid,636479.0,1273481.0,954980,13,70,Up,Chennai,Tamil Nadu,Bachelor's,Part-time,"SEO,Campaigns,Analytics",No,637002.0,0.6670317702988544,Medium,13.769446723976994,2,Apr,Summer,1,Medium,2,0,1,Medium,7,9,3,8,0,2,10,2,2,954980.0,0.18309859154929578,51.63380281690141,2
2025,11,Marketing Manager,Marketing,Entry,356918.0,651684.0,504301,12,58,Stable,Bengaluru,Karnataka,High School,Part-time,"SEO,Campaigns,Analytics",Yes,294766.0,0.584504095768202,Medium,13.13093057395027,4,Nov,Autumn,0,Medium,1,1,1,High,7,9,1,3,2,2,10,1,0,605161.2,0.2033898305084746,47.39322033898305,4
2025,11,Accountant,Finance,Entry,259935.0,444861.0,352398,20,71,Up,Gurgaon,Haryana,Bachelor's,Part-time,"Tally,Excel,GST",No,184926.0,0.5247646127390053,Low,12.772519335355685,4,Nov,Autumn,1,Medium,1,0,1,High,0,3,4,2,0,2,14,2,0,422877.6,0.2777777777777778,47.044444444444444,4
2025,4,Accountant,Finance,Entry,172201.0,351991.0,262096,30,95,Up,Ahmedabad,Gujarat,Bachelor's,Contract,"Tally,Excel,GST",No,179790.0,0.6859700262499236,Low,12.476469943233019,2,Apr,Summer,1,High,1,0,1,Medium,0,3,0,1,0,0,14,2,2,262096.0,0.3125,61.375,2
2025,5,Civil Engineer,Construction,Entry,189581.0,446023.0,317802,8,33,Down,Jaipur,Rajasthan,Diploma,Part-time,"AutoCAD,Site Management",No,256442.0,0.8069238079055513,Low,12.669186972939505,2,May,Summer,0,Medium,1,0,0,Low,2,0,6,7,1,2,1,0,2,270131.7,0.23529411764705882,24.329411764705885,2
2025,9,Nurse,Healthcare,Entry,129242.0,220818.0,175030,59,95,Up,Jaipur,Rajasthan,Master's,Contract,"Patient Care,First Aid",No,91576.0,0.5232017368451123,Low,12.07271838007485,3,Sep,Monsoon,1,High,1,0,0,Low,9,4,6,7,3,0,5,2,1,148775.5,0.6145833333333334,60.770833333333336,3
2025,1,Nurse,Healthcare,Mid,182532.0,463804.0,323168,21,60,Stable,Bhopal,Madhya Pradesh,Bachelor's,Full-time,"Patient Care,First Aid",No,281272.0,0.870358451331815,Low,12.685930685187275,1,Jan,Winter,1,High,2,0,0,Low,9,4,2,5,0,1,5,1,3,274692.8,0.3442622950819672,45.31147540983606,1
2025,6,Teacher,Education,Mid,379978.0,532626.0,456302,23,61,Up,Chennai,Tamil Nadu,Master's,Full-time,"Subject Expertise,Teaching",No,152648.0,0.3345328313266214,Medium,13.03091234151584,2,Jun,Monsoon,1,High,2,0,1,Medium,13,2,3,8,3,1,13,2,1,456302.0,0.3709677419354839,45.85806451612903,3
2025,4,Civil Engineer,Construction,Mid,487500.0,1128230.0,807865,9,61,Up,Noida,Uttar Pradesh,Diploma,Part-time,"AutoCAD,Site Management",Yes,640730.0,0.7931151863244478,Medium,13.602151482165837,2,Apr,Summer,1,Medium,2,1,1,High,2,0,11,10,1,2,1,2,2,969438.0,0.14516129032258066,54.30967741935484,2
2025,6,Nurse,Healthcare,Senior,292111.0,654983.0,473547,1,59,Stable,Jaipur,Rajasthan,PhD,Contract,"Patient Care,First Aid",No,362872.0,0.7662850783554748,Medium,13.06800855922647,2,Jun,Monsoon,0,Low,3,0,0,Low,9,4,6,7,4,0,5,1,1,402514.95,0.016666666666666666,50.36666666666667,3
2025,7,Civil Engineer,Construction,Mid,375777.0,824429.0,600103,34,74,Up,Thiruvananthapuram,Kerala,Diploma,Part-time,"AutoCAD,Site Management",Yes,448652.0,0.7476249910432042,Medium,13.30485825251113,3,Jul,Monsoon,1,High,2,1,0,Low,2,0,14,4,1,2,1,2,1,510087.55,0.4533333333333333,61.49333333333333,3
2025,8,Accountant,Finance,Senior,830062.0,1175254.0,1002658,5,86,Up,Chennai,Tamil Nadu,High School,Full-time,"Tally,Excel,GST",No,345192.0,0.3442769119679891,Medium,13.81816602907793,3,Aug,Monsoon,1,Low,3,0,1,Medium,0,3,3,8,2,1,14,2,1,1002658.0,0.05747126436781609,66.48505747126437,3
2025,4,Business Analyst,It/Business,Senior,1625331.0,2470951.0,2048141,9,69,Up,Gurgaon,Haryana,Master's,Part-time,"SQL,Modelling,Requirements",No,845620.0,0.41287196535785375,High,14.53244359867541,2,Apr,Summer,1,Medium,3,0,1,High,1,7,4,2,3,2,11,2,2,2457769.1999999997,0.12857142857142856,56.14285714285714,2
2025,5,Business Analyst,It/Business,Senior,1438729.0,3436821.0,2437775,0,36,Down,Noida,Uttar Pradesh,Bachelor's,Contract,"SQL,Modelling,Requirements",No,1998092.0,0.819637579350022,High,14.70659670621325,2,May,Summer,0,Low,3,0,1,High,1,7,11,10,0,0,11,0,2,2925330.0,0.0,36.599999999999994,2
2025,10,Teacher,Education,Entry,182633.0,313831.0,248232,69,67,Up,Pune,Maharashtra,Master's,Full-time,"Subject Expertise,Teaching",No,131198.0,0.5285297624802604,Low,12.422123100207113,4,Oct,Autumn,1,High,1,0,1,Medium,13,2,12,6,3,1,13,2,0,248232.0,1.0147058823529411,43.17058823529411,4
2025,3,Ux Designer,Design/It,Mid,592492.0,1234804.0,913648,20,59,Stable,Ahmedabad,Gujarat,Diploma,Full-time,"Figma,User Research",No,642312.0,0.7030191058263139,Medium,13.725201750421114,1,Mar,Summer,0,Medium,2,0,1,Medium,14,1,0,1,1,1,4,1,2,913648.0,0.3333333333333333,44.733333333333334,2
2025,1,Devops Engineer,It,Mid,1196610.0,2880398.0,2038504,21,71,Up,Bengaluru,Karnataka,Bachelor's,Full-time,"AWS,Docker,Kubernetes",No,1683788.0,0.8259920019779211,High,14.527727254022347,1,Jan,Winter,1,High,2,0,1,High,5,6,1,3,0,1,0,2,3,2446204.8,0.2916666666666667,52.016666666666666,1
2025,11,Accountant,Finance,Mid,325698.0,580580.0,453139,21,95,Up,Surat,Gujarat,Bachelor's,Part-time,"Tally,Excel,GST",Yes,254882.0,0.56248082817855,Medium,13.023956407491445,4,Nov,Autumn,1,High,2,1,0,Low,0,3,13,1,0,2,14,2,0,385168.14999999997,0.21875,74.5625,4
2025,7,Hr Manager,Hr,Mid,847828.0,1331800.0,1089814,4,31,Down,Bengaluru,Karnataka,PhD,Contract,"Recruitment,Labour Laws",No,483972.0,0.44408678912181343,Medium,13.901518515029805,3,Jul,Monsoon,0,Low,2,0,1,High,6,5,1,3,4,0,8,0,1,1307776.8,0.125,28.349999999999998,3
2025,7,Hr Manager,Hr,Entry,291933.0,444979.0,368456,3,43,Stable,Ahmedabad,Gujarat,Master's,Part-time,"Recruitment,Labour Laws",No,153046.0,0.415371170506112,Low,12.817079294521935,3,Jul,Monsoon,0,Low,1,0,1,Medium,6,5,0,1,3,2,8,1,1,368456.0,0.06818181818181818,30.663636363636364,3
2025,5,Ux Designer,Design/It,Entry,298178.0,629450.0,463814,13,20,Down,Bhopal,Madhya Pradesh,Bachelor's,Full-time,"Figma,User Research",Yes,331272.0,0.7142345854157054,Medium,13.047241044807112,2,May,Summer,0,Medium,1,1,0,Low,14,1,2,5,0,1,4,0,2,394241.89999999997,0.6190476190476191,23.761904761904763,2
2025,11,Business Analyst,It/Business,Entry,366886.0,839696.0,603291,16,51,Stable,Bengaluru,Karnataka,Master's,Part-time,"SQL,Modelling,Requirements",No,472810.0,0.7837179735815717,Medium,13.310156603939806,4,Nov,Autumn,0,Medium,1,0,1,High,1,7,1,3,3,2,11,1,0,723949.2,0.3076923076923077,34.98461538461538,4
2025,9,Customer Support,Services,Mid,211717.0,516535.0,364126,10,44,Stable,Chennai,Tamil Nadu,Bachelor's,Part-time,"Communication,CRM",No,304818.0,0.8371223148031176,Low,12.805257986865943,3,Sep,Monsoon,0,Medium,2,0,1,Medium,3,11,3,8,0,2,3,1,1,364126.0,0.2222222222222222,35.955555555555556,3
2025,6,Data Scientist,It,Entry,548479.0,799017.0,673748,37,67,Up,Chennai,Tamil Nadu,Bachelor's,Contract,"Python,ML,Statistics",No,250538.0,0.3718571335276691,Medium,13.420612916974186,2,Jun,Monsoon,1,High,1,0,1,Medium,4,6,3,8,0,0,7,2,1,673748.0,0.5441176470588235,44.11176470588235,3
2025,3,Product Manager,It,Mid,1408751.0,2884749.0,2146750,11,61,Up,Mumbai,Maharashtra,Bachelor's,Part-time,"Roadmap,Stakeholder Management",Yes,1475998.0,0.6875500174682659,High,14.579466094355048,1,Mar,Summer,1,Medium,2,1,1,High,10,6,9,6,0,2,9,2,2,2576100.0,0.1774193548387097,54.245161290322585,2
2025,12,Mechanical Engineer,Manufacturing,Entry,233767.0,570977.0,402372,13,45,Stable,Gurgaon,Haryana,Bachelor's,Full-time,"CAD,Design,Manufacturing",Yes,337210.0,0.8380553318819401,Medium,12.905134798101027,4,Dec,Winter,0,Medium,1,1,1,High,8,8,4,2,0,1,2,1,3,482846.39999999997,0.2826086956521739,39.43478260869565,1
2025,9,Civil Engineer,Construction,Senior,893848.0,1858962.0,1376405,6,72,Up,Bengaluru,Karnataka,Master's,Part-time,"AutoCAD,Site Management",No,965114.0,0.7011846077281033,High,14.134986312093869,3,Sep,Monsoon,1,Medium,3,0,1,High,2,0,1,3,3,2,1,2,1,1651686.0,0.0821917808219178,58.03561643835616,3
2025,5,Devops Engineer,It,Mid,917790.0,1532856.0,1225323,13,46,Stable,Jaipur,Rajasthan,Bachelor's,Part-time,"AWS,Docker,Kubernetes",No,615066.0,0.5019623397259335,High,14.018715856785622,2,May,Summer,0,Medium,2,0,0,Low,5,6,6,7,0,2,0,1,2,1041524.5499999999,0.2765957446808511,37.04680851063829,2
2025,10,Nurse,Healthcare,Mid,289573.0,565055.0,427314,10,65,Up,New Delhi,Delhi,Master's,Contract,"Patient Care,First Aid",Yes,275482.0,0.6446828327646649,Medium,12.965276725158269,4,Oct,Autumn,1,Medium,2,1,1,High,9,4,10,0,3,0,5,2,0,512776.8,0.15151515151515152,56.696969696969695,4
2025,3,Ux Designer,Design/It,Mid,723284.0,1252182.0,987733,21,66,Up,Surat,Gujarat,Bachelor's,Part-time,"Figma,User Research",No,528898.0,0.5354665683944952,Medium,13.803168709711663,1,Mar,Summer,1,High,2,0,0,Low,14,1,13,1,0,2,4,2,2,839573.0499999999,0.31343283582089554,48.97313432835821,2
2025,1,Hr Manager,Hr,Entry,284017.0,573097.0,428557,18,62,Up,Pune,Maharashtra,Master's,Contract,"Recruitment,Labour Laws",No,289080.0,0.6745427096045566,Medium,12.968181363752837,1,Jan,Winter,1,Medium,1,0,1,Medium,6,5,12,6,3,0,8,2,3,428557.0,0.2857142857142857,41.628571428571426,1
2025,1,Data Scientist,It,Mid,981433.0,1613289.0,1297361,11,58,Stable,Thiruvananthapuram,Kerala,Bachelor's,Contract,"Python,ML,Statistics",No,631856.0,0.487031751378375,High,14.075843529984224,1,Jan,Winter,0,Medium,2,0,0,Low,4,6,14,4,0,0,7,1,3,1102756.8499999999,0.1864406779661017,44.4271186440678,1
2025,5,Nurse,Healthcare,Senior,421542.0,958724.0,690133,6,36,Down,Mumbai,Maharashtra,Bachelor's,Full-time,"Patient Care,First Aid",No,537182.0,0.7783746031562032,Medium,13.44464106061705,2,May,Summer,0,Medium,3,0,1,High,9,4,9,6,0,1,5,0,2,828159.6,0.16216216216216217,36.27567567567567,2
2025,10,Data Scientist,It,Entry,446010.0,1130512.0,788261,19,30,Down,Bengaluru,Karnataka,Master's,Part-time,"Python,ML,Statistics",No,684502.0,0.868369740479359,Medium,13.577585800888004,4,Oct,Autumn,0,Medium,1,0,1,High,4,6,1,3,3,2,7,0,0,945913.2,0.6129032258064516,21.774193548387096,4
2025,8,Devops Engineer,It,Senior,2120420.0,4528452.0,3324436,7,64,Up,Bengaluru,Karnataka,Master's,Part-time,"AWS,Docker,Kubernetes",No,2408032.0,0.7243430163793196,High,15.01681089442701,3,Aug,Monsoon,1,Medium,3,0,1,High,5,6,1,3,3,2,0,2,1,3989323.1999999997,0.1076923076923077,53.184615384615384,3
2025,3,Accountant,Finance,Senior,665490.0,931228.0,798359,4,69,Up,Jaipur,Rajasthan,Master's,Contract,"Tally,Excel,GST",No,265738.0,0.3328552693712979,Medium,13.590314902523932,1,Mar,Summer,1,Low,3,0,0,Low,0,3,6,7,3,0,14,2,2,678605.15,0.05714285714285714,56.285714285714285,2
2025,9,Accountant,Finance,Entry,231126.0,341148.0,286137,25,38,Down,Chennai,Tamil Nadu,Bachelor's,Part-time,"Tally,Excel,GST",No,110022.0,0.3845081202361107,Low,12.56422949091038,3,Sep,Monsoon,0,High,1,0,1,Medium,0,3,3,8,0,2,14,0,1,286137.0,0.6410256410256411,26.51794871794872,3
2025,10,Teacher,Education,Mid,225222.0,576736.0,400979,12,64,Up,Hyderabad,Telangana,Bachelor's,Part-time,"Subject Expertise,Teaching",Yes,351514.0,0.8766394250072946,Medium,12.90166682973317,4,Oct,Autumn,1,Medium,2,1,1,Medium,13,2,5,9,0,2,13,2,0,400979.0,0.18461538461538463,56.03076923076923,4
2025,12,Business Analyst,It/Business,Mid,788521.0,1091069.0,939795,14,48,Stable,Hyderabad,Telangana,Bachelor's,Part-time,"SQL,Modelling,Requirements",No,302548.0,0.3219297825589623,Medium,13.753418109417066,4,Dec,Winter,0,Medium,2,0,1,Medium,1,7,5,9,0,2,11,1,3,939795.0,0.2857142857142857,38.22857142857143,1
2025,5,Teacher,Education,Mid,299380.0,453378.0,376379,25,80,Up,Jaipur,Rajasthan,Bachelor's,Part-time,"Subject Expertise,Teaching",No,153998.0,0.4091567276601511,Low,12.838354550318844,2,May,Summer,1,High,2,0,0,Low,13,2,6,7,0,2,13,2,2,319922.14999999997,0.30864197530864196,57.382716049382715,2
2025,6,Product Manager,It,Entry,733292.0,1108140.0,920716,14,57,Stable,Thiruvananthapuram,Kerala,Bachelor's,Part-time,"Roadmap,Stakeholder Management",Yes,374848.0,0.4071266275376989,Medium,13.732907993317488,2,Jun,Monsoon,0,Medium,1,1,0,Low,10,6,14,4,0,2,9,1,1,782608.6,0.2413793103448276,46.71724137931034,3
2025,8,Data Scientist,It,Senior,2057121.0,3341751.0,2699436,1,52,Stable,Hyderabad,Telangana,Master's,Full-time,"Python,ML,Statistics",No,1284630.0,0.47588829666641475,High,14.80855379071303,3,Aug,Monsoon,0,Low,3,0,1,Medium,4,6,5,9,3,1,7,1,1,2699436.0,0.018867924528301886,46.1622641509434,3
2025,2,Sales Manager,Sales,Entry,329608.0,760422.0,545015,19,52,Stable,Mumbai,Maharashtra,Bachelor's,Part-time,"Sales,Negotiation,CRM",No,430814.0,0.7904626478170326,Medium,13.208570431012614,1,Feb,Winter,0,Medium,1,0,1,High,11,10,9,6,0,2,12,1,3,654018.0,0.3584905660377358,35.48301886792453,1
2025,9,Nurse,Healthcare,Mid,207162.0,525550.0,366356,31,56,Stable,Noida,Uttar Pradesh,Bachelor's,Full-time,"Patient Care,First Aid",No,318388.0,0.8690672460666674,Low,12.81136354681651,3,Sep,Monsoon,0,High,2,0,1,High,9,4,11,10,0,1,5,1,1,439627.2,0.543859649122807,42.512280701754385,3
2025,1,Data Scientist,It,Entry,570686.0,906562.0,738624,26,81,Up,Lucknow,Uttar Pradesh,High School,Part-time,"Python,ML,Statistics",Yes,335876.0,0.45473204228403086,Medium,13.512545628647976,1,Jan,Winter,1,High,1,1,0,Low,4,6,8,10,2,2,7,2,3,627830.4,0.3170731707317073,60.96585365853659,1
2025,1,Nurse,Healthcare,Senior,464717.0,955189.0,709953,8,36,Down,Bengaluru,Karnataka,Diploma,Full-time,"Patient Care,First Aid",No,490472.0,0.6908513662172003,Medium,13.472955458186222,1,Jan,Winter,0,Medium,3,0,1,High,9,4,1,3,1,1,5,0,3,851943.6,0.21621621621621623,36.16756756756756,1
2025,6,Data Scientist,It,Entry,763195.0,1086613.0,924904,37,59,Stable,Gurgaon,Haryana,Bachelor's,Full-time,"Python,ML,Statistics",Yes,323418.0,0.3496773719218427,Medium,13.737446308517576,2,Jun,Monsoon,0,High,1,1,1,High,4,6,4,2,0,1,7,1,1,1109884.8,0.6166666666666667,47.166666666666664,3
2025,5,Marketing Manager,Marketing,Entry,268848.0,584328.0,426588,17,47,Stable,Ahmedabad,Gujarat,Bachelor's,Full-time,"SEO,Campaigns,Analytics",No,315480.0,0.739542603167459,Medium,12.963576299407991,2,May,Summer,0,Medium,1,0,1,Medium,7,9,0,1,0,1,10,1,2,426588.0,0.3541666666666667,32.49166666666667,2
2025,9,Accountant,Finance,Entry,234907.0,339421.0,287164,20,46,Stable,Lucknow,Uttar Pradesh,Bachelor's,Part-time,"Tally,Excel,GST",No,104514.0,0.36395230599935924,Low,12.567812242434641,3,Sep,Monsoon,0,Medium,1,0,0,Low,0,3,8,10,0,2,14,1,1,244089.4,0.425531914893617,31.74893617021276,3
2025,10,Product Manager,It,Entry,595940.0,1175236.0,885588,18,55,Stable,Hyderabad,Telangana,Master's,Contract,"Roadmap,Stakeholder Management",No,579296.0,0.6541371382629394,Medium,13.69400823934188,4,Oct,Autumn,0,Medium,1,0,1,Medium,10,6,5,9,3,0,9,1,0,885588.0,0.32142857142857145,37.357142857142854,4
2025,7,Nurse,Healthcare,Senior,470261.0,1021841.0,746051,19,84,Up,Bengaluru,Karnataka,Bachelor's,Full-time,"Patient Care,First Aid",Yes,551580.0,0.7393328338143103,Medium,13.522550581850444,3,Jul,Monsoon,1,Medium,3,1,1,High,9,4,1,3,0,1,5,2,1,895261.2,0.2235294117647059,72.95294117647059,3
2025,11,Teacher,Education,Mid,392201.0,541815.0,467008,39,95,Up,Pune,Maharashtra,Master's,Contract,"Subject Expertise,Teaching",Yes,149614.0,0.32036710291900783,Medium,13.05410380841394,4,Nov,Autumn,1,High,2,1,1,Medium,13,2,12,6,3,0,13,2,0,467008.0,0.40625,74.1875,4
2025,7,Product Manager,It,Mid,1233356.0,2064220.0,1648788,8,46,Stable,Bhopal,Madhya Pradesh,Bachelor's,Part-time,"Roadmap,Stakeholder Management",Yes,830864.0,0.5039240945470248,High,14.315551637017451,3,Jul,Monsoon,0,Medium,2,1,0,Low,10,6,2,5,0,2,9,1,1,1401469.8,0.1702127659574468,45.2595744680851,3
2025,1,Marketing Manager,Marketing,Senior,929088.0,2115278.0,1522183,9,78,Up,Jaipur,Rajasthan,High School,Part-time,"SEO,Campaigns,Analytics",No,1186190.0,0.7792689840840424,High,14.235656703657835,1,Jan,Winter,1,Medium,3,0,0,Low,7,9,6,7,2,2,10,2,3,1293855.55,0.11392405063291139,61.57215189873418,1
2025,2,Software Engineer,It,Entry,332610.0,696972.0,514791,23,54,Stable,Kolkata,West Bengal,Bachelor's,Part-time,"Python,Java,SQL",Yes,364362.0,0.7077862666596736,Medium,13.15151821456782,1,Feb,Winter,0,High,1,1,1,Medium,12,6,7,11,0,2,6,1,3,514791.0,0.41818181818181815,44.56363636363636,1
2025,6,Customer Support,Services,Senior,417212.0,781338.0,599275,3,62,Up,Bhopal,Madhya Pradesh,Bachelor's,Full-time,"Communication,CRM",No,364126.0,0.6076108631262775,Medium,13.303477538923211,2,Jun,Monsoon,1,Low,3,0,0,Low,3,11,2,5,0,1,3,2,1,509383.75,0.047619047619047616,52.1047619047619,3
